nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj;cable_t2_attache;last_modified;datagouv_dataset_id;datagouv_resource_id;datagouv_organization_or_owner;created_at;consolidated_longitude;consolidated_latitude;consolidated_code_postal;consolidated_commune;consolidated_is_lon_lat_correct;consolidated_is_code_insee_verified
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMERHONEAVACQUEYRAS11;8b6cd60c-7039-4767-a614-4bde137d5e1b;Rhonéa Vacqueyras;Parking privé à usage public;258 ROUTE DE VAISON ;84136;[4.9862
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMERHONEAVISAN11;3c380d96-a62a-11ed-afa1-0242ac120002;RHONEA BOUTIQUE DE VISAN;Parking privé à usage public;CHEMIN DE LA PEINE 84820 VISAN;84150;[4.9490882999999
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMEROUMANILLE11;e5981b93-4ae8-4595-9b8c-f7582b59c5fe;PARKING ROUMANILLE SAINT REMY ;Parking privé à usage public;7 LA COMBETTE 13210;13100;[4.82
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESALETTA11;95bb75f0-fedc-11ed-be56-0242ac120002;SOLAIRE CORSE ;Parking privé à usage public;QUARTIER DE LA GARE - 20220 ILE ROUSSE;2B134;[9.46054
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESALETTA21;95bb75f0-fedc-11ed-be56-0242ac120002;SOLAIRE CORSE ;Parking privé à usage public;QUARTIER DE LA GARE - 20220 ILE ROUSSE;2B134;[9.46054
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESANTAGIULIAPALACE11;1b3689d8-f9f9-11ed-be56-0242ac120002;SANTAGIULIAPALACE ;Parking privé à usage public;BAIE DE STA GIULIA - 20137 PORTO VECCHIO;2A247;[9.27475
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESANTAGIULIAPALACE21;1b3689d8-f9f9-11ed-be56-0242ac120002;SANTAGIULIAPALACE ;Parking privé à usage public;BAIE DE STA GIULIA - 20137 PORTO VECCHIO;2A247;[9.27475
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESANTAGIULIAPALACE31;1b3689d8-f9f9-11ed-be56-0242ac120002;SANTAGIULIAPALACE ;Parking privé à usage public;BAIE DE STA GIULIA - 20137 PORTO VECCHIO;2A247;[9.27475
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESANTAGIULIAPALACE41;1b3689d8-f9f9-11ed-be56-0242ac120002;SANTAGIULIAPALACE ;Parking privé à usage public;BAIE DE STA GIULIA - 20137 PORTO VECCHIO;2A247;[9.27475
LUMI'IN;807940069;secretariat@lumi-in.fr;LUMI'IN;secretariat@lumi-in.fr;754374751;LUMI'IN;FRLUMESANTAGIULIAPARKING11;1b3689d8-f9f9-11ed-be56-0242ac120002;SANTAGIULIAPALACE ;Parking privé à usage public;BAIE DE STA GIULIA - 20137 PORTO VECCHIO;2A247;[9.27475
